INFO 2025-05-06 17:42:16,957 autoreload 27504 1428 Watching for file changes with StatReloader
INFO 2025-05-22 12:44:21,451 basehttp 48896 47656 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:21,460 basehttp 48896 44704 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:23,662 basehttp 48896 44704 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:23,669 basehttp 48896 47656 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:25,127 basehttp 48896 47656 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:25,135 basehttp 48896 44704 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:26,451 basehttp 48896 44704 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:26,458 basehttp 48896 47656 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:27,703 basehttp 48896 47656 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:44:27,712 basehttp 48896 44704 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 154
INFO 2025-05-22 12:45:37,562 basehttp 48896 44704 "OPTIONS /api/v1/accounts/plans/1/ HTTP/1.1" 200 0
INFO 2025-05-22 12:45:37,577 basehttp 48896 44704 "DELETE /api/v1/accounts/plans/1/ HTTP/1.1" 200 61
INFO 2025-05-22 12:45:37,588 basehttp 48896 44704 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 62
INFO 2025-05-22 12:57:34,674 basehttp 48896 24748 "POST /api/v1/accounts/token/ HTTP/1.1" 200 571
INFO 2025-05-22 12:57:34,725 basehttp 48896 24748 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 62
INFO 2025-05-22 12:57:34,734 basehttp 48896 44768 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 62
WARNING 2025-05-22 13:15:58,048 basehttp 48896 29824 "POST /api/v1/accounts/token/ HTTP/1.1" 400 147
WARNING 2025-05-22 13:16:05,539 basehttp 48896 29824 "POST /api/v1/accounts/token/ HTTP/1.1" 400 147
WARNING 2025-05-22 13:16:28,043 basehttp 48896 29824 "POST /api/v1/accounts/token/ HTTP/1.1" 400 147
WARNING 2025-05-22 13:16:54,754 basehttp 48896 29824 "POST /api/v1/accounts/token/ HTTP/1.1" 400 147
INFO 2025-05-22 13:19:47,296 basehttp 48896 28664 "POST /api/v1/accounts/token/ HTTP/1.1" 200 571
INFO 2025-05-22 13:19:47,352 basehttp 48896 28664 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 62
INFO 2025-05-22 13:19:47,363 basehttp 48896 5516 "GET /api/v1/accounts/plans/today/ HTTP/1.1" 200 62
INFO 2025-05-22 13:38:36,786 basehttp 48896 45732 "OPTIONS /api/v1/accounts/check/account/ HTTP/1.1" 200 0
INFO 2025-05-22 13:38:36,822 basehttp 48896 45732 "POST /api/v1/accounts/check/account/ HTTP/1.1" 200 82
INFO 2025-05-22 13:38:43,841 basehttp 48896 45732 "OPTIONS /api/v1/accounts/check/email/ HTTP/1.1" 200 0
INFO 2025-05-22 13:38:43,861 basehttp 48896 45732 "POST /api/v1/accounts/check/email/ HTTP/1.1" 200 87
INFO 2025-05-22 13:38:49,168 basehttp 48896 45732 "POST /api/v1/accounts/check/email/ HTTP/1.1" 200 88
INFO 2025-05-22 13:39:07,549 basehttp 48896 45732 "OPTIONS /api/v1/accounts/check/password/ HTTP/1.1" 200 0
